mp-1221227,-1.637460082715517,0.2132999999999998,0.0430011104166663
mp-974729,-0.3147590238461542,0.0,0.0
mp-1185360,-0.1937609628160919,0.0,0.0180746750000002
mp-1188861,-0.5846935397395834,3.8556,0.0488470295535705
mp-677272,-2.474759288928571,0.4706999999999999,0.0
mp-1104517,-0.6410757933928569,0.0,0.0
mp-561310,-2.160561466925288,4.313400000000001,0.0093678168518511
mp-777964,-1.697507947183908,0.0,0.033273451666667
mp-1078776,-0.7366100418750001,1.4017999999999995,0.0033355422500012
mp-1217581,-0.5213035800000002,0.0,0.0
mp-1226849,-0.521158901666666,0.5664000000000002,0.0094050166666668
mp-1188441,-0.0850302221666666,0.0,0.0
mp-2400,-1.078382311088362,1.2566,0.0
mp-755297,-1.7426464083333335,2.5515,0.0390634027000009
mp-1112148,-1.1574693832413794,1.4011000000000002,0.0713576237083351
mp-20950,-1.000601159999999,0.0,0.0763620000000004
mp-1019278,-0.8353951749999998,0.0,0.0
mp-547792,-2.0533213286,2.6838,0.0
mp-16341,-0.2750643741666665,0.0,0.0522380606249996
mp-1215947,-0.5070968549999988,0.0,0.0267232327777815
mp-1224950,-0.2296934258333335,0.0,0.0304653774999996
mp-867272,-0.2212785558333334,0.0,0.0
mp-1185774,-0.0340706050000001,0.0,0.0053727899999995
mp-776164,-2.8219765213888888,3.0526,0.0092467051851858
mp-30875,-0.3331329372222231,0.0452000000000012,0.0
mp-15822,-0.6998789122222225,0.0,0.0
mp-1111567,-3.2973372829333334,4.7378,0.0540215859166659
mp-684705,-2.826178416793104,1.3135000000000003,0.0631494012416666
mp-2832,-0.8103917534062489,0.0,0.0
mp-865364,-0.3621794825000002,0.0,0.0
mp-12571,-0.6309166883333326,0.0,0.0
mp-1225679,-0.6146446508333335,0.0,0.0391636766666696
mp-1102038,-0.2632931008333337,2.9992,0.0310858208333328
mp-1187002,-0.2041860199999998,0.0,0.00534897
mp-15634,-3.2992035115747127,0.0,0.0004471468333244
mp-1667,-0.0976373366666673,0.0,0.0522390008333326
mp-29337,-0.6367718755059525,1.4384,0.0
mp-1102002,-0.4170929399999998,0.2624000000000013,0.0449096983333339
mp-22592,-2.702762577666666,0.0,0.0488580698124909
mp-4482,-2.060651169310345,2.6801,0.0
mp-867135,-0.7885469112500001,0.0,0.0
mp-1225810,-0.2840511816666661,0.0,0.000505396666667
mp-1103663,-3.039155332272727,3.5421,0.0581137559090905
mp-1227942,-0.542095370833333,0.0,0.0016953324999997
mp-1206487,-0.6129058359999998,0.1452,0.0
mp-1224823,-0.3844083715625004,0.0,0.0
mp-643814,-2.0798479405,3.3636,0.0176278442499997
mp-568529,-0.2380614720833337,0.0,0.0026926727083314
mp-10626,-1.010678879999999,0.0,0.0
mp-759676,-2.53790018296875,0.0,0.0275269073611212
mp-754736,-1.9487391408333337,3.1394,0.0355694945833326
mp-862287,-0.8688942487500002,0.0,0.0
mp-1185135,-1.031756316375,0.0,0.0
mp-676315,-1.387992539666667,0.1960999999999999,0.0
mp-550220,-1.792285130500001,1.6039,0.0
mp-571044,-0.9152038625000004,0.0,0.0254099849999924
mp-766870,-1.8522878158103453,0.0,0.0697915917500004
mp-552963,-3.261532757083334,0.8289,0.0
mp-1025252,-1.9745449019704435,1.5642,0.0139607480952381
mp-570668,-2.0729241615625003,0.282,0.0
mp-973935,0.0613077916666663,0.0,0.0613077916666657
mp-1217143,-1.450797083541667,0.0,0.0029486896666659
mp-1206941,-0.575991100833334,0.0,0.0
mp-567807,-0.8242556805555546,0.0,0.0
mp-862259,-0.2688765137499995,0.0,0.0
mvc-15303,-1.85953414,1.6830999999999998,0.0452301072656249
mp-757085,-2.0053346070833324,0.7183000000000002,0.0749389918750003
mp-1070264,-0.8069664230000001,0.0,0.0
mp-1025227,-2.278259995,0.0009000000000001,0.0
mp-18198,-1.001830913888889,0.0,0.0
mp-1095424,-1.0626836082601885,0.0,0.0709850992789959
mp-1102869,-1.1224766850000012,0.0,0.0
mp-1206898,-0.7185612426666672,0.0,0.0072373563333281
mp-1113580,-2.1839126488333327,3.7384,0.0
mp-21437,-1.638986081111111,1.2382,0.0
mp-1030682,-0.545346386223958,0.1049000000000002,0.0721690879166656
mp-1217696,-0.1587015633333332,0.0,0.017464098906248
mp-1238847,-1.0387412084359602,0.0,0.0455770199999951
mp-1221909,-0.954272526311577,0.0,0.0224747298214289
mp-567580,-0.4428374349999995,0.0,0.0
mp-1207855,-0.601768360769232,0.0,0.0
mp-1223641,-2.9327970991,0.0,0.0210656189999998
mp-1219073,-0.2409602040277789,0.0,0.0116889659999985
mp-1102155,-0.7937850200000008,0.0,0.0
mp-675739,-1.8549729024107136,0.0,0.0653734949553594
mp-1221196,-0.9702564285543764,0.5257999999999998,0.0
mp-989588,-0.5766284889999994,0.0,0.0368045840000021
mp-1209057,-0.650600358333333,0.0,0.0
mp-866106,-0.5922886712499997,0.0,0.0
mp-864990,-0.215195611465516,0.0,0.0
mp-1212860,-4.235024944166668,5.9275,0.0
mp-1104668,-1.008044691428571,0.0,0.0111983019047645
mp-694855,-2.136064842777778,1.3476000000000004,0.0130755174999741
mp-559417,-3.143332962916665,4.377000000000001,0.0
mp-753397,-1.8143320492857136,0.0,0.0757498407142804
mp-1238828,-1.122038590833333,0.0217999999999998,0.0648792185714288
mp-1518993,-2.9740798711666656,3.3892,0.0530356574374986
mp-7911,-1.2247965501666662,1.3559,0.0
mp-1186678,-0.336911024375,0.0,0.0168920716666667
mp-1183895,-0.4880099331249994,0.0,0.0195707315625002
mp-1219522,0.0135466089999994,0.0,0.0135466090000004
mp-1183187,-0.2115906887500003,0.0,0.0129319641666665
mp-1095550,-1.1952281441666663,0.0,0.0
mp-1222929,-0.4655872358333326,0.0,0.0
mp-570778,0.0349784949999998,2.6885000000000003,0.0349784949999998
mp-13384,-0.834633274239583,1.8335,0.0
mp-21510,-0.4881231212586208,0.8731,0.0
mp-1220781,-2.393458977327588,3.0399,0.0218358097499962
mp-1226822,-0.8122529262962956,0.0,0.0039980394444443
mp-20334,-0.985334974166666,0.0,0.0713218570833325
